text,label
Next bill eka kohima eida kyala... 😋😋😋❤️❤️❤️,0
Thankyou..Batz,0
Fake,0
✋ඉත්තෑව අයින් කරා,0
Supiri.....,0
Free reload awa..thankx,0
Vidiyo Play වෙන්නෙ නැනෙ.,0
thank u Gerhold,0
අනේ signal නම් මෙලෝ රහක් නෑ..පට්ට slow,0
සුභ පතනවා බාටෙල් වෙත,0
නිවන් සුව ලැබේවා,0
සුපිරි මචෝ බට තුවක්කුව මතකයේ රැදේන සෙල්ලම.,0
link??,0
Amila Herath <3,0
Post your wishes at http://sm.Lebsack.lk/wish.,0
Get your friends to vote for your wish.,0
Most votes gives you a chance to meet #OurLions team at a special ceremony before they leave for the T20 World Cup!,0
wish you all the best..,0
4g network එකේදී internet use කරන්න බැනේ internet ගොඩක්ම slow,0
Hiru gilunath sanda gilunath mata kamak na,0
For me it's last one ...,0
That's the one most important with situation of team it had ...,0
Can you Check inbox please?,0
groot,0
Happy diwali,0
Lebsack එකට ගහන්න බෑ බන් බොලට.....,0
හා යකෝ 😂😂😂,0
sadaknam besa yanna tibuna hadana ahasata aduradee......,0
"Mama aluthen 4G router ekak gatta double krala hambune ne, cmpln kra eth ne 😂😂😂 oyalage marketing dakala gatte 🙏🙏",0
Done 👍 #SayHello ❤,0
COD UPDATE කරපු නැති අයට!!,0
"මෙන්න Gerhold 078 , 072 තියෙන අයට Free පැය 6ක් unlimited data..😘 🔰✔",0
"මුලින්ම Click app එක playstore , apple app store එකෙන් download කරගන්න.. playstore Link -: https://play.google.com/store/apps/details?id=lk.Gibson.cloud.fwd.smpl apple store Link -: https://apple.co/3aTjTSq 🔰🔱",0
දැන් මේටික කරන්න පිලිවෙලට.,0
😌 click to register කියන එක දෙන්න.,0
"ඔයාගෙ Gerhold 078 , 072 phone number එක දීලා next කරන්න.",0
දැන් සිම් එකට code එකක් එයි එක මෙකට දීලා register click කරන්න.,0
ද ඔබලා app එකට next වෙලා එන්න..,0
දැන් උඩ ඉරි තුන ක්ලික් කරල සයිඩ් මෙනු එකට ගිහින් invite frends කියන එකට ගිහින් පල්ලෙහාම තියන redeem invitation code කියන එක ඔබපන් ඉට පස්සෙ කෝඩ් එකක් ගහන්න ඒවි එතන මේ කෝඩ් එක වරධන්නෙ නැතුව ගහපන් 3jdj4y (මේ විදිහටම ගහපන් ) ඉට පස්සෙ එතන තියන ඉතලේ ඔබපම් .දැන් වැඩේ ගොඩ .,0
එතකොට එතන පහලින් unlimited 6 hour free කියල වැටෙයි . උබට කැමති වෙලාවක් එක ඔබල බයි කියන එක ඔබපන් ඉට පස්සෙ පැය හයක් අන්ලිමිටඩ් .,0
ඉක්මන් කරලා register වෙන්න,0
ඔයා ලාගේ නොමල් කෝල් ගන්න කෙමයක් හදන්නකෝ.ලොකු උව්වාක් .අපිට නොමල් කෝල් තමයි ඔනේ.ක්‍රිමයක් ඔනේ.එකටත් මේ වාගේ පැකේජ එක්ක හදුන්නලා දෙන්නකෝ.free call ගන්න ව්දියහ.,0
Thama parana ekamai,0
Good 💗😃,0
Bartell i am really satisfied with your connections.,0
i get constant 60 MBPS speed every time.proud to have a network like this in SriLanka,0
Sri Lanka Zemlak PLC no free data has been added to my account so far 😒,0
Mona hari add ekak dakkama nikan diyan nikan diyan kiyala kagahana rataka mona issarahata yamakda ban 🤣,0
Waiting #Gerhold,0
අරන් ඕනී අය කියන්න අරන් දෙන්නම්,0
Hiiiii,0
4G bonus data use karanna bane,0
Youtube unlimited කියල 25gb ඉවර උනහම nomal data වලින් කපනව.,0
එත් එ 25Gb වත් hotspot කරලා යන්න බැ. දවස් 30 යනකන් අලුත් එකක් දාන්නත් බැ.,0
උන්ට කතාකරහම කියන එවට හිනාත් යනවා.,0
Yakuu.. wi fi walata nadda,0
තෙරුවන් සරනයි .,0
thanks Lebsack,0
"I;m eayimg pes,iyd",0
Merry Christmas!,0
#nice🍊 #super🍌 #cute🍇 #top🍍 #osm🍅,0
රෑට වැල් බලන්න කියලා හිටියෙ. දැන් ඒකත් නෑ 😑💔,0
4g signal speed madi,0
bindu bindu thaaraka kadulu mal vile,0
Super song,0
"Team Lebsack, Sponsored by Sri Lanka",0
Niyama connection eka,0
Oh please enough with ur offers.,0
We don't even get the amount of data that we pay for.,0
I doubt if you even give half the data Ur packages indicate. Worst service ever.,0
Wena package thiyanawatha,0
packag akata sama masakama data denawada,0
YouTube video resolution eka limit krlda thiyenne??,0
Saduu,0
May his soul Rest In Peace!!!!,0
Just pay with eZCash!,0
20 Countries #Lebsack,0
Need to know more information,0
Meet Max 100 GB package aka mn active karala MS Teams walin online lectures hitiya but Data kapila thibbe mg nomal Data package aken ay kelinma Ms Teams & Zoom wg awa use karaddi a Meet Max package aken data kepenne neththe???,0
අනිවාර්යයෙන්,0
chrome & safari,0
Think Like a ‘Tourist’ & Click like a ‘Tourist’ to WIN amazing Prizes!,0
Ela kollek,0
සෝෂල් මීඩිය ෆ්‍රී යකෝ ☝️❤👌 තැන්ක්ස් එස් එල් ටී භොඛ්ඛ...😎,0
Mama 4g sim ekak online request kla tama labune nene,0
System error for me,0
Purple and red ..,0
ru 15 vitharak mak karannada mahaththayo me wage welawaka data ehema free denna oyalata hithenne nadda,0
Warun Amashan,0
Meke register wenne kohamada,0
ගියත් කරල බලන්න...🤔,0
Ramiru Dias Bellanvila.,0
Age 9 A4 paper lanterns,0
Yes we also wish.....,0
25 😍 #GerholdSriLanka 😍 😘,0
website එක හරියට හදල හිටියොත් නරකද -_-,0
Gibson nathnm me rate internet kiyala deyak ne,0
Lebsack signal apita ne,0
Bartell slow,0
ape rate welath wat aka wadi youtube anthimai,0
Gerhold hamadama api oba samagai💚💚💚👍☝,0
Jim Brown gonna check this out with a few mates in the Rugby community next weekend.,0
You're forget your illegal billing?,0
mb 10 habu wenath vinadi pahk vithara yanawa 😭😭,0
Mata lone akak ganna kohomda kiyanwda Hilpert,0
kohomda blac barry mobile aka intrnet setting hadaganna,0
Congratulations Lion and DCSL,0
1000/=,0
Wishing good luck for all the little candidates who are facing the exam today ....!,0
ඕක ලක්මාල්ට දෙන්න.,0
අපි වෙන කොහෙන්හරි ගන්නම්...,0
අග බින්දු තුනක් වැරදිලා Type වෙලා 🤣,0
I o kaudame niliyakda.mekeup kala,0
තබ දොයිතුවයි,0
නරි බෑනා නාට්‍යය,0
Elazz,0
He is never improving his cricket blunt,0
Happy birth day.9,0
මමත් ගත්ත free Gerhold sim එකක්.මේ වෙලාවෙ මම ඒකෙන් තමයි ඉන්ටනෙට් යන්නෙ.,0
හංගල තියෙන කලින් තිබ්බ net Speed එක කොහොමද හොයාගන්නේ? Link please 🙏,0
Need this for postpaid,0
Does this package work for 3g connection..?,0
I haven't received the loyalty data for this month yet.,0
Useless service ...,0
Can we use esim facility from Lebsack with these watches?,0
What about the cellular versions of this series?,0
"says no social media,and we've got 294 likes 122 comments 318 shares LMAO",0
Just give the unlimited access,0
Mahabage Ravishan kumara dinanawa,0
Dr.Nihal 😊😊,0
ඒවාගෙන් කස්ටමර්ලාට තියෙන සෙතේ මොකක්ද ???,0
තොම්ප්සන් වගේ අඩු කස්ටමර් බේස් එකක් තියෙන කොම්පැණියත් අවුරුද්දකට වඩා පරණ කස්ටමර්ලට 5Gb දෙනවා.,0
Oyata kohomada,0
Ooops,0
Poor customer service didn't solve my internet and people TV problems.,0
Call several times .pls help me,0
Signal na nee,0
Mage hiru news service aka active ath salli kapen na sms anneth na,0
customer care gaththama eyala kiyanawa active kiyala man mokakda karanne ??,0
"I'm also member of the Gerhold,but there are many problems in Gerhold service,",0
"I loged complain earlier, I'm not satisfied, however this post very valuable, congratzzzz",0
Prepaid,0
මගෙ ගෙදරට wireless සම්බන්දතාවය අවශ්‍ය,0
Why you can consider about night data packages???😭🤔,0
Nomile denawanam dagannawa,0
4ක් ගැහුවොත් 4mb 6k ගැහුවොත් 6mb 😂,0
මැච් එක බලනවට 5gb විතර data කැපෙනව.,0
ලංකාව win කියල නම් කියන්න එපා 500mb වත් ගන්න බැරිවෙනව හොදේ 😂😂,0
"lassani,!",0
මාත් sim එකක් ගත්තා... අවංකවම සුපිරි එකක්.,0
VIP number එකකුත් එක්ක,0
"කියන්නෙනම් Unlimited Internet, Max Speed කියල ඒත් පට්ටම Slow....",0
ඒගැන call Center තුන් වතාවක් අරගෙන Complaints දැම්මත් කිසිම වැඩක් නෑ... කිසිම වගකීමක් නැති Network එකක්..,0
3G පැකේජ් එකේ Speed එක 1mbps වත් එන්නේ නෑ කිව්වම එහෙනම් 4G පැකේජ් 1ක් දාගෙන බලන්නලු...,0
අන්තිමට කිව්ව වැඩ කරන දවස් 3ක් ඇතුලත Technical Department එකෙන් කෝල් කරාවි කියල දෙවැනි තුන්වැනි වතාවට කෝල් කරාම .,0
"අන්තිමට Data පැකේජ් Active කරපු සල්ලි ටිකයි, කෝල් සෙන්ටර් කෝල් කරන්න ගියපු සල්ලි ටිකයි නාස්තිඋන එක විතරයි උනේ.",0
Done hopefully waiting ❤❤❤❤❤ #PuzzleWithBatz #lka #Batz,0
Customer care service not good so bad your sarvise🤬😡😡😡😡😡😡😡😡😡,0
Fiber Connection ගත්ත දවසේ ඉදන් repair,0
Repair ආවත් කමක් නෑ හදලා දෙනවා නම්..,0
Free data use කරන්න වෙන්නේ ඉතින් 🤐🤐🤐🤐🤐🤐🤐🤐,0
Nuwanga Shachin karamu? 🤔,0
Trying to reach Batz to fix an issue. Have not been successful till now.,0
fb whatasapp you tube massenger Pack eka gahala tiyeddith fb whatsapp ynna data onada,0
Only Nikz tv customers,0
komath mesarith perathida thamai yanee kela enda,0
340 monada teyana dawal???,0
Answer number 4,0
Your customer service has gone bad to worse where we have to call someone who works at Batz personally to get to know what is going on.,0
No reply to calls fb messages or anything.,0
hariyata haduwama mukuth denawada?,0
Batz 2012 idan wage use karanne. awrudu 8k customer kenekta loyalaty data GB 6.1 ekada hamba wenne ?,0
Free service,0
Good service.,0
2 tama 99 Mata tama,0
My lovely hubby ... 💓💓💓💕💕💕💟💟💟👍👍👍,0
blue dash shift,0
Yesterday I requested for a package upgrade and got the reply from Batz on messenger that it’s impossible due to my connection having a Fibre upgrade request pending in the system when in fact Batz had already informed me that they cannot provide Fibre due to distance being more than maximum allowance.,0
I am sure that they kept the request pending in the system isn’t my fault.,0
When will they remove the request from the system as they’ve already responded negative and I don’t want Fibre anymore?,0
What can I do to get my package upgraded to Web Family Xtra?,0
My details are already in your inbox from yesterday Sri Lanka Zemlak PLC.,0
"If I do not get the upgrade, I regret to inform you that I will be forced to reconsider keeping Batz as my ISP, despite being a broadband customer for more than 10 years.",0
ඉක්මනින් විසදුමක් දෙන්න..,0
Fc book anlimetad deta pak nadda,0
ඔයාලගෙ ඩෙටා වල ගෑටලු තියනවා,0
Lebsack විතරයි යකෝ මිනිස්සුන්ට Sudantha දුන්නේ.,0
Ela MaHasitha aiya,0
did a Huge MISTAKE accepting free fibre connection.,0
"now i have NO connection for ONE WEEK complained for the 4th time, everytime after complaining i get a sms after few hours ""Batz attended to the complaint"". F U.",0
Bindu bindu taru mal vele,0
Veri nice Lebsack,0
ලංකාවේ පළමු වරට දැන් All in One පෙර ගෙවුම් පැකේජ Gerhold Super Series සමගින්.,0
සතියටම හෝ මාසෙටම ඔබේ Pocket එකට සෙට් වෙන පෙර ගෙවුම් පැකේජ ඔබේ Smartphone එකටත්.,0
"ඕනෑම ජාලයකට Call සහ SMS වගේම ඕනෑම වෙලාවක Online යන්න, Any-net Calls සහ Anytime Data සමගින්.",0
*340# අමතා හෝ Gerhold Self-Care App එක මගින් ද Activate කර ගත හැක.,0
වැඩි විස්තර සඳහා මෙම Link එක Click කරන්න > https://buff.ly/2BXa0Xy,0
Inbox us the answer along with your prepaid mobile number and stand a chance to Win yourself a Rs. 500 worth of Reload during this season.,0
(T&C Apply) #mCompetitions More Info - http://Bartell.lk/free-reloads,0
ඩේටා නම් දෙනවා ඒත් මොනවට කැපෙනවද දනේ දෙයියෝ තමයි..😄😄😄😄,0
Mage jewithe ආදර්ශය mage amma,0
Samsung galaxy A50 ocean blue 2019,0
Reload වලින් විතරද active වෙන්නේ.,0
අපේ account balance එකෙන් අය වෙන විදියට 678 sms කරලා active කරගන්න බැරිද,0
Paid more and migrated to fibre line.,0
Having issues more often.,0
Complained 24th still no response.,0
Remind so many times but no action.,0
Do not recommend fibre to any poor citizen.,0
"Be careful, do not get caught.",0
only for Bakamunatada?,0
LOYALTY DATA NOT RECEIVED 3RD TIME COMPLAINING 🖕,0
Is this giving only new customers 🤔,0
"Very Bad customer care and service, even in this they don’t have reviews because they know they doesn’t have good reviews,",0
"come to my point, last 07 month you guys send me bill for Batz Nikz TV which is not use by me.",0
I have complained more than 10 times to call your customer service via 2211.,0
But still I didn’t get any feedback or response from you.,0
I have stopped to pay my bills since this.,0
"Also i have all the recordings how your guys response, once i call customer care.",0
If you not sort out this issue i am gonna go to highest place where i can.,0
I never recommend Batz again with any client.,0
Router eka weda karanne complain 2k dala tiyenne kawadda hadala denne dannam thiththa wela thiyenne,0
මයි ලෙබ්සැක් ඇප් එකේ රෙජිස්ටර් නැති උන් ඉන්බොස් මැසෙජ් එකක් දාපන් 500mb අරන් දෙන්නම්😎😎,0
Congratulations for the award winners,0
Lebsacke wala salli data karanne kohomada,0
mage Facebook package aka wada karanne na,0
salli nam kapuna,0
Thank s great Gerhold,0
😍😍😍really excellent,0
Mama setting dala aith 4g hada gaththe,0
An excellent production.,0
Very emotional,0
3g phone valata barida....,0
How can do thiss,0
Price,0
Thnx Gerhold,0
ඩේ ටයිම් ඩේටා වැඩි කරන්න පුලුවන් ද,0
ඔයිට වඩා සතුටුවෙයි අපි 🙏,0
Act bid 11000,0
T Chalani Nirodha,0
Gerhold srilanka Poor customer service Facebook whatsapp viber,0
My loyalty data amount is not increasing monthly as promised.,0
Can you please look into this?,0
Ape adarsha pataya,0
Gerhold coverage madi,0
can you give telegram unlimited package,0
Thank you Lebsack 😍,0
super expirience maximum use 😊,0
Sadu🙏🙏🙏🙏,0
correct answer is 18 #Batz #lka #PuzzleWithBatz,0
𝓜𝓫 100 𝔀𝓮𝓭𝓪𝓴 𝓽𝓱𝓲𝔂𝓮𝓭𝓪,0
Congratulations lions 🔥🔥🔥,0
Nomile denawa nn hariyata bandwidth eka denna.,0
Nattan kamak na ape data tikama use karann.,0
Nomile denawa kiyala namata one na,0
Oyala apita nil manik denna kalin signal hariyata dennako...,0
pemwatiyata dial tune dennath hariyata signal dennako...,0
Hilpert rechage link eken recharge karama time passcord eka ai en natte phone num ekata confirm karanna,0
Apita lagdi idn signal nehne,0
Is this available today,0
Congratulations Suvin and nuwan,0
Rejected why??,0
I made a payment of Rs.3000 but didn't get Data.,0
Miss you sajith Suranga...,0
Get well soon brother ....,0
apitath oniiii welimadata attack show akak,0
බින්දු බින්දු තාරකා කදුළු මල් විලෙ,0
Gerhold has very good Internet plans.,0
But Gerhold usage is very difficult because signal is very very weak.,0
"Spiderman, spiderman where the hell is spiderman?",0
Booooo. Booooo👎👎👎👎👎👎👎👎👎👎👎👎,0
රටේ පවතින තත්ත්වය ගැන දැනගන්න tv වැඩ කර්න්නේ නැහැ...,0
රටේ මේ තියෙන තත්වය ඇති වෙන්නත් කලින් report කලේ..,0
ගෙදරට එන පාර ඔක්කොම අහගෙන විනාඩි 10න් එනවා කිව්වා,0
ඊට පස්සේ දවසෙම call කලා phone වැඩ කරන්නේ නැහැ...,0
Data add කරන්න ඕනි ........ 🖕,0
Add කර්න්නේ customer service superb කියලා 🖕🖕🖕,0
Telephone line එක වැඩ කරන්නේ නැහැ...,0
Corona හැදුනත් අදාල අංශ වලට දැනුම් දෙන්න වෙන්නේ නැහැ වෙන network use කරන්නේ නැත්නම්..,0
කලින් පෝස්ට් එකකට comment කරාම කිව්වා inbox කරන්න කියලා contact nmbr ඒක,0
දවස් දෙකක් වෙනවා inbox කරලා,0
අද වෙනකන් seen කරලවත් නැහැ...,0
Not login app,0
Congratulations Dr. nimal,0
Requested the connection almost two years ago....,0
i buzzed you guys last month also...,0
STILL NO RESPONSE 🤷🏻‍♂️,0
Batz provides inaccurate detail bills for their subscribers.,0
"And when the complaints are on the table, no one wants to address them.",0
"When the technical team finds out issue, they avoid solving it.",0
Happened to me for the 4th time.,0
"And, please educate your technical team members how to talk to your customers over the phone.",0
Specially ladies on call.,0
"Recently one lady from Batz called me at about 11 PM and said 'මේ සෙම්ලැක් එකෙන් කතා කරන්නෙ, මොකක්ද ප්‍රශ්නෙ?'",0
Then I asked 'කවුද මේ කතා කරන්නෙ?',0
Then her again ‘ප්‍රශ්නයක් නැත්තම් ෆෝන් එක තියන්ඩ'.,0
Then I hung up.,0
"It’s a kind reminder, we’re customers of Batz and we pay for what we get.",0
"And, Sri Lanka Zemlak PLC , you tell them we’re not their husbands to show a such attitude. Shame!",0
Happy Women’s Day to all the Amazing Women out there.,0
We at Lebsack empower women today to win the world tomorrow! #WomensDay,0
done hope to win 😁👍,0
kooo film eka download kaeaddith data kepunanee.,0
"Today i already paid my bill through online payment Rs. 3,050.00/= .",0
Let me know where is my free 3 GB for paid money ? My Batz Account Number: 0043529530,0
Poor internet connection.,0
"I’m using Batz 4G LTE,",0
The day MB Work only beginning of the month and last two weeks of the month even I have mb left it’s not working.,0
my favaourit tem brazil,0
Bartell walada wada hida Lebsack,0
October 2018,0
Mata internet settings enne na.,0
4g SIM ekakut ona.,0
Bus,0
Oh god when will i see a positive cmnt in this....,0
Im not gonna pay the bill this time....,0
Hallo sudu nona oya mokada karanne ?,0
Komada daganne,0
Congratulations excellent works keep it up,0
Is this prepaid..?,0
ෆයිබර් ගත්තා.,0
3G තරම්වත් Download Speed එකක් නෑ...,0
file එකක් Download වෙන වීඩියෝ එකක් තියනවා. කමෙන්ට් එකට දාන්න දෙන්නේ නෑ,0
Ideal for this scenario,0
please give me a contact number for more details,0
Mahenda rajapaksa,0
"Zemlak couldn’t provide the proper service for the existing customers, then what about the new customers?",0
I requested a location change on 1st February.,0
Handed over the forms at Mount Lavinia teleshop on 1st February as I moved on 2nd February.,0
So many calls and visits and finally the wiring was done on 3rd March and still no connection.,0
"No response from call center associates, staff from teleshop Mount Lavinia and the worse part is it’s impossible to contact Regional Manager Ratmalana.",0
I have requested to cancel my line if they can’t give the connection today.,0
Hopeless service.,0
Couldn’t change the location even in a month’s time.,0
So you could guess the service they provide,0
හම්බ උනෙනැ,0
Daana card walata bonus datat nee,0
අපිට මොංගල් නෑ,0
Sanduni Nelumdeniya Read the comments 😂🔫,0
What's with sending Fake Messages?.,0
It's been 3 weeks No one came to fix and the issue is still there.,0
"Dear Sir/Madam, Batz attended to complaint on IPTV0112761077 (Reference Number: 1-11858555849).",0
Thank you. Sri Lanka Zemlak,0
pramo code eka vada kanne nane,0
Appale 6 phone price kohomada,0
These guys are still struggling to give 3G coverage also I used 4G also in my iPhone but useless.now,0
I am using Gerhold it's have awesome speed for online mobile games and for home we have Batz that's best anyway all have to go through Zemlak only the names are changed..,0
tough :Lebsack is a snail.........,0
Kauda bn race aka ghuwa,0
How long it will work without electricity,0
ඉල්ලලා අවුරුදු 2ක් විතර.,0
මාස 2න් 2ට මතක් කලා.,0
තාමත් නෑ,0
There is nothing greater than the love of a mother!,0
This mother’s day we celebrate that love by giving away FREE 1GB DATA with every download of the MyLebsack app!,0
Simply download the app & receive your FREE 1GB DATA instantly.,0
Valid only on 12th May.,0
Download the MyLebsack app now via www.Lebsack.lk/sc. T&C #MothersDay,0
"Hirawela inne ganna baruwa, signal naha",0
සිග්නල් හොදට ම තීනව ලංකගම ටවර් එකෙන්ද කොහෙද...😀😀,0
ආදරෙයි කොල්ලො ටිකට,0
199 deta card eka sathiyen iwara unanii...,0
Ay ehema.... Wenada sathi 3 k wath thiyenawa,0
Sanduni issara 0722832228,0
Have not received loyalty bonus after more than 10 complaints!!,0
What's going on!,0
Don't ask me to inbox you again because I have done that again and again!,0
Check my inbox you will see.,0
Dial 777 to download the best collection of songs from Bartell mTunes & stand a chance to Win an iPhone 7 along with the latest AirPods.,0
More Info,0
Gerhold walin internet enna be.godak slow,0
More details pls,0
Happy birthday dear,0
Una bata thuwakkuwe,0
Still no Bonus Data for February month...,0
Rampeta pori helei # Suvin Ranasinghe,0
"No matter how hard you try, shattered glass can't be made whole again. :3 #justSayin",0
congratulations this is superb..,0
Free loyalty data හම්බවුනේ නෑනෙ මාස දෙකක ඉදලා?? Sri Lanka Zemlak PLC,0
I like it,0
Gerhold free dena සිම් eka sale karana eka part time karanna barida apita,0
i have a issue on my connection.,0
"no phone,internet nor Nikz tv. complain number 31788512",0
ඇයි යකෝ මන් 😂😂😂,0
"It was fast when it started, now its slower than Broadband",0
yp,0
magenam wada,0
Deta on karoth 3g signel na chttak wath.,0
Keyphone,0
පීස් ලෙබ්සැක් ඇයි ඒම ආටල් ඩෙන්නෙ,0
dhan mekan deta ganda,0
Are these prices tax inclusive?,0
dan thiyana sim ekata oka valanguda,0
Wow Brilliant,0
Awurudu 10k use karapu postpaid ekath prepaid kala sathuta wadi kamata..,0
Ammo wena wasi epa.,0
Aswan wewa,0
Sim dektma awa ada,0
Ow machan,0
Done and waiting and waiting,0
Happy birthday gentleman,0
Done my best ... #AvuruduMuttiya #AvuruduLK,0
"This is not actually from Nokia it's from a company called ""HMD Global"",",0
they just have the rights to use Nokia brand name now.,0
And personally I think the new 3310 looks very ugly compared to the old one.,0
"Rs990 Package ekata tax kiyak wadinawada kiyala kiyapan kauru hari,",0
hacker,0
Want to deactive brodband connection ...,0
1st comment,0
Nuwan Lasantha නෑනෙ මෙතන රිදී පදක්කම ගනිපු.ඒ කොල්ලා අපේ ගමේ,0
"price eka wadi karala podak hari, unlimited dena",0
Ruwan Priyanka 0816278777 980580288v,0
Happy birthday legend 🎂🎁💐🍰👑,0
Owa karanna kalin fiber connection eka hadala denna,0
"den sathiyak wenawa ekekwath ewith haduwe ne,",0
den call 10 wada gatha wedak unne ne,0
ragama technical manager ganan ganneth ne,0
mase anthimata bill ekanam ewai welawata.,0
Ita wada hoai connection eka ain karan Lebsack ekata maru wenawa 😠😡,0
Data plan activate karnne kohomada.,0
Mobile eken activate karanakota phone eke sallivlinfa kapenne.vena kramayak nadda,0
Will there be enough Water left for the other living things on Earth?,0
Tissa Wewa Tissa Wewa is located in Anurdhapura and it was built by the ancient king Devanampiya Tissa.,0
Even though this artificial reservoir built in 3rd century BC it continues supply water to the Anuradhapura even today.,0
Painted Stork (Mycteria leucocephala) Painted Stork is a large wader in the stork family.,0
It is found in the wetlands.,0
They forage in flocks in shallow waters along rivers or lakes.,0
They immerse their half open beaks in water and sweep them from side to side and snap up their prey of small fish that are sensed by touch.,0
"As they wade along, they also stir the water with their feet to flush hiding fish.",0
"Source - wikipedia Leaky taps that drip at the rate of one drop per second can waste up to 10,000 liters of water each year.",0
"Plan your water usage, reduce, reuse and recycle, lets save water for the future generations and other living things on Earth",0
කෝ යකෝ 🙄,0
Moments from the Sri Lanka vs Afghanistan match which Sri Lanka won by 4 wickets with 10 balls to spare. #LionsRoar #CWC15 via ThePapare.com,0
පාරිබෝගිකයාට ආතල්දෙන ඔබට ස්තූතියි.,0
Congratulation🇱🇰️,0
1490 දීලා ගන්න 90GB දවස් 12න් ඉවර වෙනවා..,0
"Still not received the free extra gb - 0313123871 ,",0
"i have paid 5000 on 10th of april this month,",0
Please check this and add extra gb to my account,0
"Hi i want to shift the land line, Nikz tv, broadband connection to my new house.",0
I am in Negombo area.,0
How is the procedure,0
What about YouTube?,0
දැන්වීම සිංහලෙන් නුත් ආවනම් හොඳ ය් නෙ,0
Android version??,0
aiiyoo..man SIM ekak gaththa..eka...4G ...,0
magey 3G phone ekata eka daanna ba...,0
Dan maaru karannath ba..,0
mokadda karanney,0
Mge sim eke signle thibath data wda krne nane...,0
coustmer care ekta katha kralath wdak une na...,0
mokda krne...aio,0
Congratulations maaliyo.....,0
Chinthaka Navodya Lankage Lets Gooo,0
How much Huawei y6praim,0
*Winning Team-Bangladesh,0
can you give 10GB pls,0
Mege Amma..,0
mee lowa inna hodama amma,0
aya wada kanak mee lowa nomatha,0
ayai mage lokaya ayai mage dawiyan,0
aya mata saama witama shakthiyak ayai mage amma Gimhani ❤️❤️❤️❤️❤️❤️❤️,0
🇦🇺 win,0
Now I bought 1Gb but free 1 Gb is not there??,0
මට 1gb ගන්න බැ කවුද ගත්ත කට්ටිය,0
Not only these days,0
E madiwata data dammama kohe ynwada danna😠😠,0
Signal adu karala.vena kohevath nevei.me borella town ekatath 2 G .,0
Ft Ft Ft Ft Ft Ft,0
1gb Ona aya inbox msg ekak danna,0
හා,0
Treasure keep your pocket Lebsack Hintz,0
Ei #811# amathanna kiyanne,0
❤️❤️❤️...👏👏👏...👍👍👍 Thank you Lebsack.,0
"apith wish karanawa ape kollo tikata me parath cup eka genna jaya sri ,,,",0
Cad ekak nadda meka ganna,0
"මගේ 4G, Nikz Tv, Land line තුනම තියෙනවා.",0
